0.096928,0.257694,0.103656,0.045387,0.487226,0.373965,0.733365,0.217445,0.530808,0.642376,0.078182,0.184273,0.053150,0.020299,0.266377,0.629435,0.767172,0.629286,0.479653,0.299331,0.084667,0.283316,0.075153,0.034285,0.508684,0.397018,1.000000,0.601375,0.524936,0.409681
0.667755,0.570172,0.683505,0.495228,0.554934,0.809214,0.582709,0.743539,0.674242,0.505897,0.187688,0.088998,0.172313,0.139444,0.086345,0.340508,0.097778,0.296837,0.142089,0.152018,0.667022,0.571962,0.627970,0.467902,0.514627,0.709327,0.541534,0.997595,0.499310,0.481175
0.103744,0.140345,0.106489,0.049799,0.221901,0.208975,0.140300,0.108350,0.646970,0.414280,0.108021,0.420969,0.087217,0.031225,0.238807,0.278848,0.108889,0.295511,0.478950,0.170225,0.073995,0.192164,0.075601,0.030697,0.179555,0.136324,0.111581,0.174811,0.338459,0.195855
0.173648,0.524518,0.167369,0.086320,0.396678,0.162444,0.055740,0.080268,0.422727,0.280750,0.050045,0.250354,0.034868,0.018375,0.186151,0.060820,0.027298,0.118299,0.192745,0.059568,0.153682,0.617537,0.137308,0.066482,0.519910,0.109158,0.089856,0.210859,0.363493,0.173357
0.150930,0.174839,0.143459,0.071432,0.548614,0.187811,0.025398,0.064115,0.850000,0.413648,0.146406,0.238861,0.120388,0.051958,0.197199,0.065626,0.019356,0.155200,0.477683,0.174751,0.109925,0.144723,0.096867,0.045075,0.371987,0.069244,0.017316,0.088625,0.392667,0.165027
0.357755,0.602976,0.365835,0.218579,0.553128,0.429790,0.384021,0.366004,0.627778,0.438290,0.093609,0.148692,0.099986,0.048091,0.132372,0.301529,0.119722,0.206478,0.150391,0.157926,0.339025,0.669243,0.367000,0.186296,0.638117,0.611627,0.561182,0.588316,0.522965,0.518562
0.351602,0.338857,0.360998,0.215270,0.315428,0.454635,0.319119,0.328131,0.330303,0.462511,0.278689,0.311572,0.169769,0.131319,0.205629,0.782197,0.251515,0.524910,0.462768,0.758855,0.278904,0.269456,0.255441,0.143064,0.189262,0.213358,0.177316,0.350859,0.139365,0.216122
0.210564,0.192087,0.202267,0.108717,0.395053,0.151862,0.082076,0.142893,0.340404,0.183024,0.023321,0.140028,0.018188,0.010960,0.116259,0.097320,0.036212,0.162948,0.100298,0.023949,0.156172,0.266525,0.147019,0.068030,0.315856,0.133413,0.111741,0.291271,0.219003,0.082710
0.249373,0.278323,0.238270,0.134380,0.306130,0.145421,0.091026,0.115855,0.459596,0.259478,0.039290,0.137487,0.034255,0.018132,0.129347,0.100400,0.050354,0.150104,0.142230,0.054904,0.201352,0.351812,0.180238,0.093148,0.333686,0.146996,0.155192,0.282165,0.305145,0.172373
0.610961,0.356781,0.599198,0.454083,0.461045,0.342372,0.330600,0.468738,0.374747,0.251053,0.143545,0.113486,0.136503,0.098801,0.114764,0.156052,0.077071,0.223148,0.037823,0.086239,0.562078,0.352079,0.548284,0.359025,0.465760,0.294564,0.334265,0.554296,0.193968,0.238226
